strategy,params,params_json,profit,bankrupt,dd50,dd80,worst_dd
anti_martingale,base=10.0%_m=1.3,"{""base"": 10.0, ""mult"": 1.3}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=1.4,"{""base"": 10.0, ""mult"": 1.4}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=2.5,"{""base"": 10.0, ""mult"": 2.5}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=2.0,"{""base"": 10.0, ""mult"": 2.0}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=1.2,"{""base"": 10.0, ""mult"": 1.2}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=3.0,"{""base"": 10.0, ""mult"": 3.0}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=1.5,"{""base"": 10.0, ""mult"": 1.5}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=1.8,"{""base"": 10.0, ""mult"": 1.8}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
anti_martingale,base=10.0%_m=1.7,"{""base"": 10.0, ""mult"": 1.7}",14728.861851264986,7.539999999999999,100.0,99.33,-99.9979620157816
exponential_roi,base=5.0%_e=2.0,"{""base"": 5.0, ""exp"": 2.0}",14370.423087284764,7.48,100.0,99.27,-99.99708986843451
linear_roi,base=7.0%,"{""base"": 7.0}",14260.455247288675,7.16,100.0,99.34,-99.99749245565596
fixed_fraction,10.0%,"{""pct"": 10.0}",13558.512913840445,7.59,100.0,99.34,-99.99846878251456
adaptive_constant_profit,k=4.50_var,"{""k"": 4.5}",13435.070502281156,3.85,100.0,98.12,-99.99726125095296
exponential_roi,base=6.0%_e=1.3,"{""base"": 6.0, ""exp"": 1.3}",12902.856064846734,6.7,100.0,98.99,-99.99659227006356
exponential_roi,base=4.0%_e=2.5,"{""base"": 4.0, ""exp"": 2.5}",12858.4069546666,6.68,100.0,98.96,-99.99654112536508
anti_martingale,base=8.0%_m=1.6,"{""base"": 8.0, ""mult"": 1.6}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=2.5,"{""base"": 8.0, ""mult"": 2.5}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=3.0,"{""base"": 8.0, ""mult"": 3.0}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.7,"{""base"": 8.0, ""mult"": 1.7}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=2.0,"{""base"": 8.0, ""mult"": 2.0}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.5,"{""base"": 8.0, ""mult"": 1.5}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.3,"{""base"": 8.0, ""mult"": 1.3}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.8,"{""base"": 8.0, ""mult"": 1.8}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.4,"{""base"": 8.0, ""mult"": 1.4}",12302.482632719782,5.83,100.0,98.73,-99.99745012714918
anti_martingale,base=8.0%_m=1.2,"{""base"": 8.0, ""mult"": 1.2}",11951.05413214871,5.66,100.0,98.71,-99.99746494450336
exponential_roi,base=5.0%_e=1.7,"{""base"": 5.0, ""exp"": 1.7}",11642.403402012824,5.87,100.0,98.68,-99.99577355525446
adaptive_constant_profit,k=4.00_var,"{""k"": 4.0}",11055.615576619244,2.68,100.0,96.86,-99.99639987737
anti_martingale,base=7.0%_m=2.5,"{""base"": 7.0, ""mult"": 2.5}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=3.0,"{""base"": 7.0, ""mult"": 3.0}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=1.8,"{""base"": 7.0, ""mult"": 1.8}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=1.7,"{""base"": 7.0, ""mult"": 1.7}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=1.6,"{""base"": 7.0, ""mult"": 1.6}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=1.5,"{""base"": 7.0, ""mult"": 1.5}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=2.0,"{""base"": 7.0, ""mult"": 2.0}",10822.21291617278,4.65,100.0,98.08,-99.9965515945609
anti_martingale,base=7.0%_m=1.4,"{""base"": 7.0, ""mult"": 1.4}",10648.533306756291,4.61,100.0,98.03,-99.99637616788428
anti_martingale,base=7.0%_m=1.3,"{""base"": 7.0, ""mult"": 1.3}",10040.9105430563,4.34,100.0,97.77,-99.99584666029888
exponential_roi,base=5.0%_e=1.5,"{""base"": 5.0, ""exp"": 1.5}",9994.5080184315,4.8,100.0,98.14,-99.99541659357736
exponential_roi,base=3.0%_e=3.0,"{""base"": 3.0, ""exp"": 3.0}",9843.31478318688,4.6899999999999995,100.0,98.09,-99.9952258766358
linear_roi,base=6.0%,"{""base"": 6.0}",9830.731749559734,4.89,100.0,98.25,-99.99607308871504
anti_martingale,base=7.0%_m=1.2,"{""base"": 7.0, ""mult"": 1.2}",9440.210272925851,3.89,100.0,97.55,-99.99557515550524
sqrt_roi,base=7.0%,"{""base"": 7.0}",9259.89104074264,4.81,100.0,98.12,-99.99660616331118
anti_martingale,base=6.0%_m=1.7,"{""base"": 6.0, ""mult"": 1.7}",8909.038414603569,3.38,100.0,97.0,-99.99544883731848
anti_martingale,base=6.0%_m=1.8,"{""base"": 6.0, ""mult"": 1.8}",8909.038414603569,3.38,100.0,97.0,-99.99544883731848
anti_martingale,base=6.0%_m=2.0,"{""base"": 6.0, ""mult"": 2.0}",8909.038414603569,3.38,100.0,97.0,-99.99544883731848
anti_martingale,base=6.0%_m=2.5,"{""base"": 6.0, ""mult"": 2.5}",8909.038414603569,3.38,100.0,97.0,-99.99544883731848
anti_martingale,base=6.0%_m=3.0,"{""base"": 6.0, ""mult"": 3.0}",8909.038414603569,3.38,100.0,97.0,-99.99544883731848
fixed_fraction,8.0%,"{""pct"": 8.0}",8846.359622859316,4.2299999999999995,100.0,97.77,-99.99569531418744
exponential_roi,base=4.0%_e=2.0,"{""base"": 4.0, ""exp"": 2.0}",8693.413583896168,3.88,100.0,97.46,-99.99488730574964
adaptive_constant_profit,k=3.50_var,"{""k"": 3.5}",8635.008756813264,1.66,100.0,94.75,-99.99420160213194
anti_martingale,base=6.0%_m=1.6,"{""base"": 6.0, ""mult"": 1.6}",8598.741534072135,3.25,100.0,96.86,-99.99523856607408
exponential_roi,base=5.0%_e=1.3,"{""base"": 5.0, ""exp"": 1.3}",8416.999292687193,3.74,100.0,97.26,-99.99450610950636
anti_martingale,base=6.0%_m=1.5,"{""base"": 6.0, ""mult"": 1.5}",8141.376640330541,3.1,100.0,96.54,-99.9955383376308
anti_martingale,base=6.0%_m=1.4,"{""base"": 6.0, ""mult"": 1.4}",7719.086658001203,2.81,100.0,96.15,-99.99528729233236
anti_martingale,base=6.0%_m=1.3,"{""base"": 6.0, ""mult"": 1.3}",7281.84740715975,2.5,100.0,95.74,-99.9951866839268
anti_martingale,base=5.0%_m=3.0,"{""base"": 5.0, ""mult"": 3.0}",7014.694547109687,2.18,100.0,95.19,-99.99551581114903
anti_martingale,base=5.0%_m=2.5,"{""base"": 5.0, ""mult"": 2.5}",7014.694547109687,2.18,100.0,95.19,-99.99551581114903
anti_martingale,base=5.0%_m=2.0,"{""base"": 5.0, ""mult"": 2.0}",7014.694547109687,2.18,100.0,95.19,-99.99551581114903
exponential_roi,base=4.0%_e=1.7,"{""base"": 4.0, ""exp"": 1.7}",6645.645224495535,2.55,100.0,95.6,-99.99337235031751
anti_martingale,base=6.0%_m=1.2,"{""base"": 6.0, ""mult"": 1.2}",6418.267663403286,2.0,100.0,94.62,-99.99523416104178
anti_martingale,base=5.0%_m=1.8,"{""base"": 5.0, ""mult"": 1.8}",6393.269649894704,1.94,99.99,94.34,-99.99508908762915
adaptive_constant_profit,k=3.00_var,"{""k"": 3.0}",6322.030344418157,0.84,100.0,90.84,-99.99332208927024
exponential_roi,base=3.0%_e=2.5,"{""base"": 3.0, ""exp"": 2.5}",6309.328858407344,2.29,100.0,95.2,-99.99321191462914
sqrt_roi,base=6.0%,"{""base"": 6.0}",6285.175086993125,2.65,100.0,95.81,-99.99493958123848
fixed_fraction,7.0%,"{""pct"": 7.0}",6235.871205854119,2.45,99.99,95.51,-99.9937473887532
anti_martingale,base=5.0%_m=1.7,"{""base"": 5.0, ""mult"": 1.7}",6102.535611952347,1.76,99.99,93.83,-99.99530525740622
anti_martingale,base=4.5%_m=3.0,"{""base"": 4.5, ""mult"": 3.0}",6089.688043273114,1.73,99.99,93.97,-99.99521961501571
anti_martingale,base=4.5%_m=2.5,"{""base"": 4.5, ""mult"": 2.5}",6089.688043273114,1.73,99.99,93.97,-99.99521961501571
linear_roi,base=5.0%,"{""base"": 5.0}",5965.909894462963,2.46,100.0,95.62,-99.99449715791977
anti_martingale,base=5.0%_m=1.6,"{""base"": 5.0, ""mult"": 1.6}",5804.008690632334,1.59,99.99,93.32,-99.9953023721328
anti_martingale,base=4.5%_m=2.0,"{""base"": 4.5, ""mult"": 2.0}",5569.431462494416,1.53,99.99,93.09,-99.99473480429366
anti_martingale,base=5.0%_m=1.5,"{""base"": 5.0, ""mult"": 1.5}",5493.225045197008,1.39,99.99,92.47,-99.99494975444964
exponential_roi,base=4.0%_e=1.5,"{""base"": 4.0, ""exp"": 1.5}",5467.232153032734,1.77,100.0,93.93,-99.99277768517165
adaptive_constant_profit,k=2.80_var,"{""k"": 2.8}",5441.5890729522125,0.5499999999999999,100.0,87.97,-99.99265390824648
anti_martingale,base=4.0%_m=3.0,"{""base"": 4.0, ""mult"": 3.0}",5213.619528936796,1.29,100.0,92.65,-99.99333273582393
anti_martingale,base=4.0%_m=2.5,"{""base"": 4.0, ""mult"": 2.5}",5213.619528936796,1.29,100.0,92.65,-99.99333273582393
kelly_correct,frac=3.0,"{""fraction"": 3.0}",5149.934664818226,0.52,100.0,90.85,-99.98376640109367
anti_martingale,base=5.0%_m=1.4,"{""base"": 5.0, ""mult"": 1.4}",5141.857381494741,1.12,99.99,91.33,-99.99517841374292
anti_martingale,base=4.5%_m=1.8,"{""base"": 4.5, ""mult"": 1.8}",5105.1791337015775,1.21,99.99,91.81,-99.9941552066726
anti_martingale,base=4.5%_m=1.7,"{""base"": 4.5, ""mult"": 1.7}",4859.963201521501,1.04,99.99,90.82,-99.99402924891602
anti_martingale,base=4.5%_m=1.6,"{""base"": 4.5, ""mult"": 1.6}",4611.737819810087,0.8699999999999999,99.99,89.64999999999999,-99.99410526100434
adaptive_constant_profit,k=2.60_var,"{""k"": 2.6}",4608.797491749699,0.32,99.99,84.57000000000001,-99.99183492457396
anti_martingale,base=5.0%_m=1.3,"{""base"": 5.0, ""mult"": 1.3}",4519.273518429382,0.7799999999999999,99.99,89.21,-99.99416290314092
exponential_roi,base=4.0%_e=1.3,"{""base"": 4.0, ""exp"": 1.3}",4484.622937657294,1.21,99.99,91.24,-99.99147046751652
kelly_correct,frac=2.5,"{""fraction"": 2.5}",4476.703774531402,0.26,99.99,87.13,-99.98274915309489
anti_martingale,base=3.5%_m=3.0,"{""base"": 3.5, ""mult"": 3.0}",4418.2297576862675,0.91,100.0,91.09,-99.98982320424192
anti_martingale,base=4.5%_m=1.5,"{""base"": 4.5, ""mult"": 1.5}",4362.148428838328,0.72,99.99,88.64,-99.99292154735308
anti_martingale,base=4.0%_m=2.0,"{""base"": 4.0, ""mult"": 2.0}",4338.761738435413,0.79,99.99,89.35,-99.99253055431429
fixed_fraction,6.0%,"{""pct"": 6.0}",4011.520816597437,0.8699999999999999,99.99,90.07,-99.99152683505102
anti_martingale,base=3.5%_m=2.5,"{""base"": 3.5, ""mult"": 2.5}",3980.850624113072,0.59,100.0,88.73,-99.98818176310988
anti_martingale,base=4.0%_m=1.8,"{""base"": 4.0, ""mult"": 1.8}",3955.2013922942742,0.5599999999999999,99.99,87.33,-99.98964094979556
anti_martingale,base=4.5%_m=1.4,"{""base"": 4.5, ""mult"": 1.4}",3886.3055559093145,0.48,99.99,86.19,-99.99100882605411
exponential_roi,base=3.0%_e=2.0,"{""base"": 3.0, ""exp"": 2.0}",3843.766676059169,0.84,99.99,88.64,-99.99073422878732
adaptive_constant_profit,k=2.40_var,"{""k"": 2.4}",3833.206492863899,0.21,99.95,79.55,-99.99134984572947
sqrt_roi,base=5.0%,"{""base"": 5.0}",3783.834617984496,0.83,100.0,89.17,-99.99232474918554
anti_martingale,base=4.0%_m=1.7,"{""base"": 4.0, ""mult"": 1.7}",3760.551724307308,0.43,99.99,86.00999999999999,-99.9874964062754
anti_martingale,base=5.0%_m=1.2,"{""base"": 5.0, ""mult"": 1.2}",3742.8013938449735,0.4599999999999999,99.99,85.83,-99.99231376815112
anti_martingale,base=4.0%_m=1.6,"{""base"": 4.0, ""mult"": 1.6}",3569.3134853903325,0.3399999999999999,99.99,84.68,-99.98493694394304
kelly_correct,frac=2.0,"{""fraction"": 2.0}",3523.590176124783,0.09,99.96,79.67999999999999,-99.98181464681836
anti_martingale,base=3.0%_m=3.0,"{""base"": 3.0, ""mult"": 3.0}",3427.6887266771505,0.4599999999999999,100.0,87.36,-99.9811068181445
anti_martingale,base=4.5%_m=1.3,"{""base"": 4.5, ""mult"": 1.3}",3404.390540846727,0.26,99.97,83.33,-99.98752087987243
anti_martingale,base=3.5%_m=2.0,"{""base"": 3.5, ""mult"": 2.0}",3271.0283058403647,0.29,99.99,83.84,-99.97617073401824
anti_martingale,base=4.0%_m=1.5,"{""base"": 4.0, ""mult"": 1.5}",3223.2018209333633,0.2,99.98,82.01,-99.98096973277764
linear_roi,base=4.0%,"{""base"": 4.0}",3211.43213983322,0.48,99.96,85.92,-99.9899458198387
exponential_roi,base=2.0%_e=3.0,"{""base"": 2.0, ""exp"": 3.0}",3141.863351847571,0.4499999999999999,99.94,83.8,-99.98875598406784
adaptive_constant_profit,k=2.20_var,"{""k"": 2.2}",3125.2729912627938,0.1,99.82,73.31,-99.98975047870674
anti_martingale,base=3.5%_m=1.8,"{""base"": 3.5, ""mult"": 1.8}",2978.9980586278057,0.19,99.98,81.14,-99.97351040419449
anti_martingale,base=3.0%_m=2.5,"{""base"": 3.0, ""mult"": 2.5}",2929.3206314409904,0.21,100.0,83.09,-99.97238413254964
kelly_correct,frac=1.75,"{""fraction"": 1.75}",2927.0599782628433,0.04,99.89,72.7,-99.96592667720924
exponential_roi,base=3.0%_e=1.7,"{""base"": 3.0, ""exp"": 1.7}",2861.905780436958,0.38,99.92,81.46,-99.98772194966932
anti_martingale,base=4.0%_m=1.4,"{""base"": 4.0, ""mult"": 1.4}",2855.6564573605347,0.16,99.95,78.19,-99.97481501651316
anti_martingale,base=3.5%_m=1.7,"{""base"": 3.5, ""mult"": 1.7}",2838.155726716923,0.18,99.97,79.57,-99.97182089904156
anti_martingale,base=4.5%_m=1.2,"{""base"": 4.5, ""mult"": 1.2}",2737.8775874148428,0.15,99.92,77.7,-99.97921644376704
anti_martingale,base=3.5%_m=1.6,"{""base"": 3.5, ""mult"": 1.6}",2566.848195669922,0.13,99.95,75.71,-99.96169775731528
adaptive_constant_profit,k=2.00_var,"{""k"": 2.0}",2489.8367771588787,0.04,99.68,65.63,-99.9844465135334
anti_martingale,base=2.5%_m=3.0,"{""base"": 2.5, ""mult"": 3.0}",2446.5424802384564,0.1699999999999999,100.0,80.67,-99.96364490073223
anti_martingale,base=4.0%_m=1.3,"{""base"": 4.0, ""mult"": 1.3}",2401.4944005147813,0.12,99.8,72.47,-99.96100796268308
anti_martingale,base=3.0%_m=2.0,"{""base"": 3.0, ""mult"": 2.0}",2394.5059440819027,0.08,99.96,76.06,-99.96090025480568
fixed_fraction,5.0%,"{""pct"": 5.0}",2372.3601206152325,0.2,99.87,76.28,-99.98315195145676
exponential_roi,base=3.0%_e=1.5,"{""base"": 3.0, ""exp"": 1.5}",2356.7284422117973,0.15,99.84,75.17,-99.98432607942718
anti_martingale,base=3.5%_m=1.5,"{""base"": 3.5, ""mult"": 1.5}",2295.048010462518,0.06,99.85,71.47,-99.95644837859442
kelly_correct,frac=1.5,"{""fraction"": 1.5}",2243.9781037646144,0.0,99.64,61.89,-99.94527859980256
adaptive_constant_profit,k=1.90_var,"{""k"": 1.9}",2200.524356410868,0.02,99.47,60.89,-99.97826396500233
anti_martingale,base=3.0%_m=1.8,"{""base"": 3.0, ""mult"": 1.8}",2166.337484683818,0.06,99.93,72.04,-99.95115881025012
anti_martingale,base=2.5%_m=2.5,"{""base"": 2.5, ""mult"": 2.5}",2068.437673238874,0.08,99.96,74.36,-99.95209051686636
sqrt_roi,base=4.0%,"{""base"": 4.0}",2021.0420232561464,0.12,99.77,70.96000000000001,-99.9789220276628
anti_martingale,base=3.5%_m=1.4,"{""base"": 3.5, ""mult"": 1.4}",2012.0831993805512,0.05,99.68,65.53,-99.952107391472
anti_martingale,base=3.0%_m=1.7,"{""base"": 3.0, ""mult"": 1.7}",1966.3490957165968,0.05,99.81,67.47,-99.94956372659342
exponential_roi,base=3.0%_e=1.3,"{""base"": 3.0, ""exp"": 1.3}",1948.8569515891488,0.09,99.67,68.01,-99.9789268906594
anti_martingale,base=4.0%_m=1.2,"{""base"": 4.0, ""mult"": 1.2}",1944.325435604208,0.06,99.49,64.8,-99.9586907303504
exponential_roi,base=2.0%_e=2.5,"{""base"": 2.0, ""exp"": 2.5}",1939.6236708104952,0.09,99.66,67.74,-99.97851011241173
adaptive_constant_profit,k=1.80_var,"{""k"": 1.8}",1930.9851855212628,0.01,99.19,55.34,-99.96832209043464
anti_martingale,base=3.0%_m=1.6,"{""base"": 3.0, ""mult"": 1.6}",1772.3470015525647,0.02,99.65,61.69,-99.94968269546996
anti_martingale,base=2.5%_m=2.0,"{""base"": 2.5, ""mult"": 2.0}",1715.9553236602933,0.02,99.89,65.88000000000001,-99.9491592726696
adaptive_constant_profit,k=1.70_var,"{""k"": 1.7}",1682.3341153113463,0.0,98.66,48.93,-99.9504490026854
anti_martingale,base=2.0%_m=3.0,"{""base"": 2.0, ""mult"": 3.0}",1651.4809153207375,0.02,99.92,70.42,-99.94978666972764
anti_martingale,base=3.5%_m=1.3,"{""base"": 3.5, ""mult"": 1.3}",1641.9575376582245,0.0,99.14,56.720000000000006,-99.93385108238463
anti_martingale,base=3.0%_m=1.5,"{""base"": 3.0, ""mult"": 1.5}",1593.9127608234871,0.0,99.4,55.46,-99.94384915213732
kelly_correct,frac=1.25,"{""fraction"": 1.25}",1554.4327209740754,0.0,98.36,45.9,-99.84439903859364
adaptive_constant_profit,k=1.60_var,"{""k"": 1.6}",1455.7129219475116,0.0,97.87,42.34,-99.91692668643836
linear_roi,base=3.0%,"{""base"": 3.0}",1455.0905610547088,0.02,98.99,56.32,-99.94622034962973
anti_martingale,base=2.5%_m=1.8,"{""base"": 2.5, ""mult"": 1.8}",1441.388027933801,0.02,99.52,55.31,-99.9488982771267
anti_martingale,base=2.0%_m=2.5,"{""base"": 2.0, ""mult"": 2.5}",1416.6514741847943,0.02,99.84,62.67,-99.9482142681358
anti_martingale,base=3.5%_m=1.2,"{""base"": 3.5, ""mult"": 1.2}",1345.5713811838798,0.0,98.31,47.510000000000005,-99.91269384295832
anti_martingale,base=3.0%_m=1.4,"{""base"": 3.0, ""mult"": 1.4}",1319.5372150401272,0.0,98.36,46.2,-99.86790888130464
anti_martingale,base=2.5%_m=1.7,"{""base"": 2.5, ""mult"": 1.7}",1309.8811847793822,0.0,99.0,49.309999999999995,-99.9202255797605
fixed_fraction,4.0%,"{""pct"": 4.0}",1291.7463570572845,0.01,98.42,50.739999999999995,-99.93153762574036
adaptive_constant_profit,k=1.50_var,"{""k"": 1.5}",1250.7438799925008,0.0,96.65,35.46,-99.849652146206
exponential_roi,base=2.0%_e=2.0,"{""base"": 2.0, ""exp"": 2.0}",1234.2183935447274,0.0,97.95,47.370000000000005,-99.90800263214378
anti_martingale,base=2.5%_m=1.6,"{""base"": 2.5, ""mult"": 1.6}",1188.5005972999124,0.0,98.27,43.6,-99.84932964674508
anti_martingale,base=2.0%_m=2.0,"{""base"": 2.0, ""mult"": 2.0}",1089.6707712429118,0.0,99.02,46.73,-99.9071684076384
anti_martingale,base=3.0%_m=1.3,"{""base"": 3.0, ""mult"": 1.3}",1089.6335948736455,0.0,96.73,36.77,-99.82664657913423
anti_martingale,base=1.5%_m=3.0,"{""base"": 1.5, ""mult"": 3.0}",1073.6736810476602,0.02,99.75,56.91,-99.9434953673577
adaptive_constant_profit,k=1.40_var,"{""k"": 1.4}",1066.5764968559056,0.0,94.45,29.25,-99.69570027845756
anti_martingale,base=2.5%_m=1.5,"{""base"": 2.5, ""mult"": 1.5}",999.6655028965678,0.0,96.56,33.739999999999995,-99.69730446407196
kelly_correct,frac=1.0,"{""fraction"": 1.0}",976.9887273970252,0.0,93.13,25.92,-99.3585905468753
exponential_roi,base=2.0%_e=1.7,"{""base"": 2.0, ""exp"": 1.7}",958.6453541940672,0.0,95.56,35.15,-99.7871476462848
sqrt_roi,base=3.0%,"{""base"": 3.0}",957.8469238198433,0.0,95.59,35.65,-99.85094559902863
anti_martingale,base=1.5%_m=2.5,"{""base"": 1.5, ""mult"": 2.5}",924.5679591233531,0.0,99.32,49.39,-99.91210588430106
anti_martingale,base=2.0%_m=1.8,"{""base"": 2.0, ""mult"": 1.8}",916.9561269303318,0.0,97.3,35.15,-99.73196274156984
anti_martingale,base=3.0%_m=1.2,"{""base"": 3.0, ""mult"": 1.2}",908.9352923258152,0.0,94.19,28.999999999999996,-99.77900738755052
adaptive_constant_profit,k=1.30_var,"{""k"": 1.3}",902.3107675841734,0.0,91.31,22.5,-99.40863186649524
anti_martingale,base=2.5%_m=1.4,"{""base"": 2.5, ""mult"": 1.4}",834.3971119133415,0.0,93.4,24.95,-99.60274087614046
anti_martingale,base=2.0%_m=1.7,"{""base"": 2.0, ""mult"": 1.7}",833.7404415079856,0.0,95.98,30.14,-99.58317772208834
exponential_roi,base=2.0%_e=1.5,"{""base"": 2.0, ""exp"": 1.5}",816.5395717094412,0.0,93.14,27.950000000000003,-99.633798045004
kelly_correct,frac=0.9,"{""fraction"": 0.9}",784.4733811539401,0.0,87.68,17.93,-98.80339004217828
adaptive_constant_profit,k=1.20_var,"{""k"": 1.2}",756.7465297138034,0.0,86.72999999999999,16.3,-98.95551590271172
anti_martingale,base=2.5%_m=1.3,"{""base"": 2.5, ""mult"": 1.3}",702.9606151225988,0.0,88.56,17.88,-99.49049719099176
anti_martingale,base=2.0%_m=1.6,"{""base"": 2.0, ""mult"": 1.6}",702.8613960068249,0.0,92.44,20.880000000000003,-99.20661579930162
exponential_roi,base=2.0%_e=1.3,"{""base"": 2.0, ""exp"": 1.3}",699.8663339476155,0.0,89.25,21.39,-99.38258920245678
fixed_fraction,3.0%,"{""pct"": 3.0}",649.5657836250244,0.0,87.3,18.24,-99.28671821532564
anti_martingale,base=1.5%_m=2.0,"{""base"": 1.5, ""mult"": 2.0}",646.122482433862,0.0,95.07,25.9,-99.49633242210771
anti_martingale,base=1.0%_m=3.0,"{""base"": 1.0, ""mult"": 3.0}",645.6997732690625,0.0,98.88,43.54,-99.81851271685612
adaptive_constant_profit,k=1.10_var,"{""k"": 1.1}",628.834348757398,0.0,79.47999999999999,10.93,-98.29170248912374
kelly_correct,frac=0.8,"{""fraction"": 0.8}",616.6214222985939,0.0,78.35,10.65,-97.61211531438524
anti_martingale,base=2.5%_m=1.2,"{""base"": 2.5, ""mult"": 1.2}",598.2485258645602,0.0,83.02000000000001,13.01,-99.36906429477771
anti_martingale,base=2.0%_m=1.5,"{""base"": 2.0, ""mult"": 1.5}",595.2795975263999,0.0,85.42999999999999,13.7,-98.8119415918918
linear_roi,base=2.0%,"{""base"": 2.0}",558.6731411455128,0.0,81.82000000000001,13.28,-98.89400868851456
exponential_roi,base=1.0%_e=3.0,"{""base"": 1.0, ""exp"": 3.0}",538.2400921322759,0.0,79.66,12.0,-98.58845339781207
anti_martingale,base=1.5%_m=1.8,"{""base"": 1.5, ""mult"": 1.8}",521.348620035507,0.0,88.06,14.88,-98.8470353455631
adaptive_constant_profit,k=1.00_var,"{""k"": 1.0}",517.1690524129024,0.0,69.83,6.54,-97.40278830481
anti_martingale,base=2.0%_m=1.4,"{""base"": 2.0, ""mult"": 1.4}",508.339877816186,0.0,77.25999999999999,8.82,-98.50082104246457
